condition,dim,i2t_r1,i2t_r5,i2t_r10,t2i_r1,t2i_r5,t2i_r10,i2t_r1_ret,t2i_r1_ret
coco_adapter_mrl,32,36.4,63.080000000000005,73.76,26.06,50.564,61.656,68.16479400749063,68.59338808170142
coco_adapter_mrl,64,44.74,71.6,80.72,31.452,57.336,68.448,83.78277153558052,82.78584965255844
coco_adapter_mrl,128,48.66,74.46000000000001,83.48,34.588,60.372,71.208,91.12359550561797,91.04021899347232
coco_adapter_mrl,256,50.82,75.96000000000001,84.92,36.248000000000005,62.175999999999995,72.744,95.16853932584269,95.40955990734894
coco_adapter_mrl,512,53.400000000000006,78.08,86.11999999999999,37.992,63.88399999999999,74.176,100.0,100.0
